C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_06_601.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_06_601.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_06_601.jpg, 0, 0, 0, 0.0004452634
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_06_703.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_06_703.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_06_703.jpg, 0, 0, 0, 0.0004459147
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_06_804.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_06_804.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_06_804.jpg, 0, 0, 0, 0.0004466224
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_06_909.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_06_909.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_06_909.jpg, 0, 0, 0, 0.0004458053
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_018.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_018.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_018.jpg, 0, 0, 0, 0.0004463651
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_121.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_121.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_121.jpg, 0, 0, 0, 0.0004463693
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_228.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_228.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_228.jpg, 0, 0, 0, 0.0004464127
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_332.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_332.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_332.jpg, 0, 0, 0, 0.000445204
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_439.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_439.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_439.jpg, 0, 0, 0, 0.0004457053
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_543.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_543.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_543.jpg, 0, 0, 0, 0.0004457093
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_651.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_651.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_651.jpg, 0, 0, 0, 0.0004457746
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_759.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_759.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_759.jpg, 0, 0, 0, 0.0004456141
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_865.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_865.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_865.jpg, 0, 0, 0, 0.0004464209
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_07_974.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_07_974.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_07_974.jpg, 0, 0, 0, 0.0004460524
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_075.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_075.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_075.jpg, 0, 0, 0, 0.0004455793
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_181.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_181.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_181.jpg, 0, 0, 0, 0.0004469721
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_286.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_286.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_286.jpg, 0, 0, 0, 0.0004456031
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_391.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_391.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_391.jpg, 0, 0, 0, 0.0004452806
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_496.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_496.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_496.jpg, 0, 0, 0, 0.0004448919
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_598.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_598.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_598.jpg, 0, 0, 0, 0.0004487573
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_703.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_703.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_703.jpg, 0, 0, 0, 0.0004464276
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_805.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_805.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_805.jpg, 0, 0, 0, 0.0004465691
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_08_908.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_08_908.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_08_908.jpg, 0, 0.1264101, 0, 0.04980038
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_013.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_013.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_013.jpg, 0, 0.06394501, 0, 0.2383061
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_120.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_120.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_120.jpg, 0, 0, 0, 0.2614064
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_226.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_226.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_226.jpg, 0, 0, 0, 0.2615282
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_327.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_327.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_327.jpg, 0, 0, 0, 0.2616472
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_434.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_434.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_434.jpg, 0, 0, 0, 0.2617631
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_540.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_540.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_540.jpg, 0, 0, 0, 0.2618979
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_640.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_640.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_640.jpg, 0, 0, 0, 0.2620067
C:\Users\eljes\Downloads\simulator-windows-64\IMG\center_2026_09_01_10_34_09_742.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\left_2026_09_01_10_34_09_742.jpg, C:\Users\eljes\Downloads\simulator-windows-64\IMG\right_2026_09_01_10_34_09_742.jpg, 0, 0, 0, 0.2621123
