IMG\center_2026_08_31_21_50_53_074.jpg,IMG\left_2026_08_31_21_50_53_074.jpg,IMG\right_2026_08_31_21_50_53_074.jpg, 0, 0, 0, 6.403504
IMG\center_2026_08_31_21_50_53_181.jpg,IMG\left_2026_08_31_21_50_53_181.jpg,IMG\right_2026_08_31_21_50_53_181.jpg, 0, 0, 0, 6.339233
IMG\center_2026_08_31_21_50_53_282.jpg,IMG\left_2026_08_31_21_50_53_282.jpg,IMG\right_2026_08_31_21_50_53_282.jpg, 0, 0, 0, 6.275608
IMG\center_2026_08_31_21_50_53_383.jpg,IMG\left_2026_08_31_21_50_53_383.jpg,IMG\right_2026_08_31_21_50_53_383.jpg, 0, 0, 0, 6.212621
IMG\center_2026_08_31_21_50_53_485.jpg,IMG\left_2026_08_31_21_50_53_485.jpg,IMG\right_2026_08_31_21_50_53_485.jpg, 0, 0, 0, 6.13787
IMG\center_2026_08_31_21_50_53_590.jpg,IMG\left_2026_08_31_21_50_53_590.jpg,IMG\right_2026_08_31_21_50_53_590.jpg, 0, 0, 0, 6.076268
IMG\center_2026_08_31_21_50_53_695.jpg,IMG\left_2026_08_31_21_50_53_695.jpg,IMG\right_2026_08_31_21_50_53_695.jpg, 0, 0, 0, 6.014926
IMG\center_2026_08_31_21_50_53_798.jpg,IMG\left_2026_08_31_21_50_53_798.jpg,IMG\right_2026_08_31_21_50_53_798.jpg, 0, 0, 0, 5.953975
IMG\center_2026_08_31_21_50_53_905.jpg,IMG\left_2026_08_31_21_50_53_905.jpg,IMG\right_2026_08_31_21_50_53_905.jpg, 0, 0, 0, 5.880868
IMG\center_2026_08_31_21_50_54_006.jpg,IMG\left_2026_08_31_21_50_54_006.jpg,IMG\right_2026_08_31_21_50_54_006.jpg, 0, 0.2546955, 0, 5.974054
IMG\center_2026_08_31_21_50_54_105.jpg,IMG\left_2026_08_31_21_50_54_105.jpg,IMG\right_2026_08_31_21_50_54_105.jpg, 0, 0.5567859, 0, 6.431466
IMG\center_2026_08_31_21_50_54_207.jpg,IMG\left_2026_08_31_21_50_54_207.jpg,IMG\right_2026_08_31_21_50_54_207.jpg, 0, 0.859175, 0, 7.239795
IMG\center_2026_08_31_21_50_54_307.jpg,IMG\left_2026_08_31_21_50_54_307.jpg,IMG\right_2026_08_31_21_50_54_307.jpg, -0.3016083, 1, 0, 8.319027
IMG\center_2026_08_31_21_50_54_415.jpg,IMG\left_2026_08_31_21_50_54_415.jpg,IMG\right_2026_08_31_21_50_54_415.jpg, -0.004296912, 1, 0, 9.438139
IMG\center_2026_08_31_21_50_54_518.jpg,IMG\left_2026_08_31_21_50_54_518.jpg,IMG\right_2026_08_31_21_50_54_518.jpg, 0, 1, 0, 10.54733
IMG\center_2026_08_31_21_50_54_619.jpg,IMG\left_2026_08_31_21_50_54_619.jpg,IMG\right_2026_08_31_21_50_54_619.jpg, 0, 1, 0, 11.48079
IMG\center_2026_08_31_21_50_54_727.jpg,IMG\left_2026_08_31_21_50_54_727.jpg,IMG\right_2026_08_31_21_50_54_727.jpg, 0, 0.975478, 0, 12.94754
